alert,rule,file,initial_line,disposition,dismissal_reason,rationale,evidence
https://github.com/Brumbelow/layerleak/security/code-scanning/1337,Lizard_nloc-medium,internal/jobs/scan_test.go,278,dismissal,won't fix,"Accepting the 51-line scenario. The second config exceeds MaxConfigBytes=128 after the first target completes; assertions require the config-limit error, one completed/one failed target, retained findings and a recorded target error. These steps form one partial-result contract; moving one line or hiding setup solely to satisfy the threshold is not useful.",internal/jobs/scan_test.go:TestScanRepositoryAbortsOnLimitErrorAndPreservesCompletedTargets
https://github.com/Brumbelow/layerleak/security/code-scanning/1338,Lizard_nloc-medium,internal/jobs/scan_test.go,370,dismissal,won't fix,"Accepting this layer-limit scenario's length. It builds a completed first target and a second target with a two-entry compressed layer, sets MaxLayerBytes=1536, and checks one completed/one failed target, retained findings and the second target's layer-limit error. Keeping the fixture beside the partial-result assertions makes the intended ordering explicit.",internal/jobs/scan_test.go:TestScanRepositoryAbortsOnLayerLimitAndPreservesCompletedTargets
https://github.com/Brumbelow/layerleak/security/code-scanning/1339,Lizard_nloc-medium,internal/jobs/scan_test.go,539,dismissal,won't fix,"Accepting the 52-line scenario. With MaxFindings=1, the test retains the first completed target, requires an incomplete result and max_findings_exceeded, and checks that the second manifest, config and layer were never requested. The request-count fixture and assertions jointly establish the cross-target stop boundary; extracting them just for two lines offers little benefit.",internal/jobs/scan_test.go:TestScanRepositoryAppliesMaxFindingsAcrossTargets
https://github.com/Brumbelow/layerleak/security/code-scanning/1340,Lizard_nloc-medium,internal/jobs/scan_test.go,616,dismissal,won't fix,"Accepting the length of this two-target raw-retention scenario. The budget is exactly the first secret plus its environment snippet; assertions locate both findings by manifest, preserve the first raw fields, clear the second, check exact aggregate bytes, partial/completed counts and the limit diagnostic. Setup and postconditions belong together to show the budget carries across targets.",internal/jobs/scan_test.go:TestScanRepositoryAppliesRawFindingByteLimitAcrossTargets
https://github.com/Brumbelow/layerleak/security/code-scanning/1341,Lizard_nloc-medium,internal/scanservice/service.go,88,dismissal,won't fix,"Service.ScanAndSave: accepted function length debt. This is the service boundary that maps configuration into jobs.Scan, applies raw-secret retention policy, checks cancellation before persistence, builds the record, and preserves separate scan/save errors. Keeping the before-save hook and cancellation checks in the same orchestration flow avoids obscuring when persistence is allowed. Existing tests assert raw policy and zero persistence calls for cancelled contexts.",internal/scanservice/service.go:Service.ScanAndSave; internal/scanservice/service_test.go:TestScanAndSaveAppliesRawFindingPolicy; internal/scanservice/service_test.go:TestScanAndSaveDoesNotPersistWithCanceledContext
https://github.com/Brumbelow/layerleak/security/code-scanning/1342,Lizard_file-nloc-medium,internal/layers/state.go,1,dismissal,won't fix,"internal/layers/state.go: accepted file length debt. This file contains one in-memory layer-replay implementation: artifact/path indexes, transactional application, retention accounting, decompression and bounded readers. Helpers already isolate path/index and content classification operations. Keeping those private replay invariants together is reasonable; moving helpers across files would change the reported size without simplifying the state model. Existing aggregate-limit and rollback tests cover the shared state transitions.",internal/layers/state.go:Replay; internal/layers/state.go:State.applyLayer; internal/layers/state.go:retentionBudget.ensure; internal/layers/state_test.go:TestReplayEnforcesAggregateLimitsTransactionally
https://github.com/Brumbelow/layerleak/security/code-scanning/1343,Lizard_nloc-medium,internal/layers/state.go,181,dismissal,won't fix,"State.applyLayer: accepted function length debt. The routine keeps the working-state clone, archive entry dispatch, pending whiteouts, byte/entry/retention accounting, final digest verification, and single commit point together. Splitting its mutable replay state solely for the threshold would obscure rollback and lower-layer-only deletion ordering. Existing TestReplayRollsBackFailedLayer and TestReplayWhiteoutsOnlyRemoveLowerLayerEntries assert those boundaries. Keep this state machine intact.",internal/layers/state.go:State.applyLayer; internal/layers/state_test.go:TestReplayRollsBackFailedLayer; internal/layers/state_test.go:TestReplayWhiteoutsOnlyRemoveLowerLayerEntries
https://github.com/Brumbelow/layerleak/security/code-scanning/1344,Lizard_nloc-medium,internal/manifest/reference_test.go,8,dismissal,won't fix,"Accepting the length of this named reference-parsing table. It compares registry, repository, tag, digest and TagExplicit for official Docker Hub names, tagged/digested names, non-Docker registries, deep namespaces and localhost ports. Keeping input and the complete expected Reference together makes normalization differences reviewable; splitting the table only to meet 50 lines would scatter the same contract.",internal/manifest/reference_test.go:TestParseReference
https://github.com/Brumbelow/layerleak/security/code-scanning/1345,Stylelint_scss_selector-class-pattern,web/assets/styles.css,1,dismissal,false positive,"This reports an unknown Stylelint rule, not a violation in styles.css. Stylelint 16.26.1 reproduces the same line-1 error on the minimal stylesheet :root { color: red; } when configured with scss_selector-class-pattern; its diagnostic identifies the valid core rule selector-class-pattern. The inherited tool configuration uses an unrecognized rule name. Dismissing this source alert as a configuration false positive; no CSS rule or scanner threshold is disabled.",web/assets/styles.css:1; Stylelint 16.26.1 minimal-stylesheet reproduction
https://github.com/Brumbelow/layerleak/security/code-scanning/1346,Stylelint_scss_function-disallowed-list,web/assets/styles.css,1,dismissal,false positive,"This reports an unknown Stylelint rule, not a violation in styles.css. Stylelint 16.26.1 reproduces the same line-1 error on the minimal stylesheet :root { color: red; } when configured with scss_function-disallowed-list; its diagnostic identifies the valid core rule function-disallowed-list. The inherited tool configuration uses an unrecognized rule name. Dismissing this source alert as a configuration false positive; no CSS rule or scanner threshold is disabled.",web/assets/styles.css:1; Stylelint 16.26.1 minimal-stylesheet reproduction
